State (from\to) (Emission order)	1	2	3	4	5	6	7	8	9
1	0.8565249370909727	0.010082562090111278	0.08510794349713288	0.007834317443147451	0.0	0.009114124272042124	1.6989858570823162E-4	0.01801789715367692	0.01314831986720845
2	0.012767991179488285	0.8252993344256132	0.13523462204885262	0.0015354244588282624	0.009594062359255449	0.014992332936578135	5.762325913841321E-4	0.0	0.0
3	0.053107936277013136	0.07262274346219653	0.7017593862036683	0.0025931324807023245	0.0040843156522846775	0.09940420543727461	1.211569418370661E-4	0.06334748048536562	0.002959643059657821
4	0.022307054750609994	0.002503937225619051	0.011674892762177412	0.6825327505735865	0.013027734065488508	0.06810354005688812	0.0	0.18690099304295585	0.012949097522674383
5	0.0	0.0	0.00283700618154043	0.0011498172296598849	0.9245511008376577	0.07040317390596373	8.341723940459328E-4	0.0	2.2472945113244424E-4
6	0.0012741112265861195	0.002448003312183616	0.026090217422762775	0.004376839438528981	0.05127324586453037	0.9102147226459187	4.595111180884728E-4	0.0038633489714010286	0.0
7	1.9872719062134564E-4	3.887543143496476E-4	9.686547080901707E-5	0.0	0.0032445089570905753	0.002724176749168034	0.9186674865090214	0.0741558260282642	5.236547806757004E-4
8	4.522941315151394E-4	0.0	0.002270700399900589	0.0015587068055234572	5.812164535494804E-6	4.6068791734541576E-4	0.0017145296334375086	0.9914046981885779	0.0021325707591644447
9	0.007913962533869359	0.0	0.0024598236293993272	0.0019595703952378315	2.684083629636961E-4	0.0	4.3095407939667255E-4	0.06514032505370361	0.9218269559454295
